OID,ELE_NS,ELE_NAME,LABEL_ZH,LABEL_EN,LABEL_TYPE,ELE_TYPE,ELE_SUBGROUP,ELE_BALANCE,ELE_PERIOD,ELE_ISABSTRACT,ELE_ISNILL
155399,c-ross,RecentTwoIntegratedRiskRatingResultsExplanatory,最近两次风险综合评级结果 [text block],Recent two integrated risk rating results [text block],标准标签,nonnum:textBlockItemType,xbrli:item,,duration,FALSE,TRUE
155401,c-ross,CounterpartyDefaultRiskBankDepositsRiskExposure,交易对手违约风险，银行存款，风险暴露,"Counterparty default risk, bank deposits, risk exposure",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155402,c-ross,NonLifeInsuranceBusinessCreditGuaranteeInsuranceMember,非寿险业务，信用保证险 [member],"Non-life insurance business, credit guarantee insurance [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155409,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesQualifiedHedgingLineItems,利率风险，利率类金融衍生品，国债期货（符合条件套保） [line items],"Interest rate risk, interest rate derivatives, government bond futures (qualified hedging) [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155413,c-ross,PreferredSharesIssuedByListedCompanyMember,上市公司发行的优先股 [member],Preferred shares issued by listed company [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155423,c-ross,PropertyPriceRiskInvestmentPropertyTable,房地产价格风险，投资性房地产 [table],"Property price risk, investment property [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
155437,c-ross,LiquidityRiskContractualUndiscountedCashFlowsOfPayables,流动性风险，应付款项未折现的合同现金流量,"Liquidity risk, contractual undiscounted cash flows of payables",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
155439,c-ross,DescriptionOfStressScenarioForSelfTest,自测压力情景描述,Description of stress scenario for self-test,标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
155440,c-ross,CounterpartyDefaultRiskFinancialBondsLineItems,交易对手违约风险，金融债 [line items],"Counterparty default risk, financial bonds [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155443,c-ross,EquityPriceRiskHeldByLookThroughMethodPreferredSharesPubliclyIssuedByListedCompanyAbstract,MR21-权益价格风险，穿透法还原后持有的，上市公司公开发行的优先股 [abstract],"MR21-Equity price risk, held by look through method, preferred shares publicly issued by listed company [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155451,c-ross,CounterpartyDefaultRiskAssetSecuritizationProductsAbstract,CR06-交易对手违约风险，资产证券化产品 [abstract],"CR06-Counterparty default risk, asset securitization products [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155460,c-ross,DeFactoControllerExplanatory,实际控制人 [text block],De facto controller [text block],标准标签,nonnum:textBlockItemType,xbrli:item,,duration,FALSE,TRUE
155461,c-ross,PreferredSharesNonPubliclyIssuedByListedCompanyMember,上市公司非公开发行的优先股 [member],Preferred shares non-publicly issued by listed company [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155462,c-ross,UpperLimitForCapacityOfLossAbsorptionAdjustmentOfSpecificInsuranceContract,特定类别保险合同损失吸收效应调整上限,Upper limit for capacity of loss absorption adjustment of specific insurance contract,标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155470,c-ross,SolvencyReportInsurancePremiumPerCar,偿付能力报告，车险车均保费,"Solvency report, insurance premium per car",标准标签,xbrli:pureItemType,xbrli:item,,duration,FALSE,TRUE
155473,c-ross,LiquidityRiskBookValueOfBondsPayable,流动性风险，应付债券账面价值,"Liquidity risk, book value of bonds payable",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
155474,c-ross,OtherInsuranceAccountMember,其他险账户 [member],Other insurance account [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155476,c-ross,MinimumCapitalForQuantifiableRisk,量化风险最低资本,Minimum capital for quantifiable risk,标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155478,c-ross,FixedAssetsTransportEquipmentUnderSolvencyIIMember,偿二代下固定资产，交通运输设备 [member],"Fixed assets, transport equipment under Solvency II [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155483,c-ross,NonLifeReinsuranceBusinessProportionalShortTermHealthReinsuranceMember,非寿险再保险业务，比例短健险 [member],"Non-life reinsurance business, proportional short-term health reinsurance [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155484,c-ross,EnterpriseBondsUnderSolvencyIIMember,偿二代下企业债券 [member],Enterprise bonds under Solvency II [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155490,c-ross,EquityPriceRiskLongTermEquityInvestmentsInSubsidiariesHeldByCompanyDirectlyLineNumberAxis,权益价格风险，公司直接持有的对子公司的长期股权投资，行次 [axis],"Equity price risk, long-term equity investments in subsidiaries held by company directly, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155500,c-ross,InformationAboutSelfAssessmentOnRiskManagementCapabilityExplanatory,风险管理能力自评估有关情况 [text block],Information about self-assessment on risk management capability [text block],标准标签,nonnum:textBlockItemType,xbrli:item,,duration,FALSE,TRUE
155502,c-ross,InterestRateRiskInterestRateDerivativesInterestRateSwapsHeldByLookThroughMethodAbstract,MR05-利率风险，利率类金融衍生品，穿透法还原后持有的利率互换 [abstract],"MR05-Interest rate risk, interest rate derivatives, interest rate swaps held by look through method [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155504,c-ross,CounterpartyDefaultRiskAssetSecuritizationProductsAdmittedValue,交易对手违约风险，资产证券化产品，认可价值,"Counterparty default risk, asset securitization products, admitted value",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155506,c-ross,FinancialBondsUnderSolvencyIIMember,偿二代下金融债 [member],Financial bonds under Solvency II [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155511,c-ross,FinancialLiabilitiesUnderSolvencyII,偿二代下金融负债,Financial liabilities under Solvency II,标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
155522,c-ross,ForeignCurrencyItemsDenominatedInEurMember,以欧元计价的外币项目 [member],Foreign currency items denominated in EUR [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155533,c-ross,EquityPriceRiskHeldByCompanyDirectlyPreferredSharesIssuedByNonListedPublicJointStockCommercialBankOrPostSavingsBankWithCapitalAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsWithTermsOnObligatoryConversionToCommonStockLineNumberAxis,权益价格风险，公司直接持有的，非上市公众公司中各级资本充足率全部达到监管要求的股份制商业银行、邮政储蓄银行发行的，带有强制转换为普通股条款的优先股，行次 [axis],"Equity price risk, held by company directly, preferred shares issued by non-listed public joint-stock commercial bank or post savings bank with capital adequacy ratios at all tiers entirely meeting regulatory requirements, with terms on obligatory conversion to common stock, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155540,c-ross,TierTwoCapitalInstrumentsSuchAsSubordinatedBondsAndHybridBondsIssuedByCityCommercialBankWithCapitalAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsMember,各级资本充足率全部达到监管要求的城市商业银行，发行的次级债、混合资本债等二级资本工具 [member],"Tier two capital instruments such as subordinated bonds and hybrid bonds issued by city commercial bank, with capital adequacy ratios at all tiers entirely meeting regulatory requirements [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155542,c-ross,EquityPriceRiskUnlistedEquityInvestmentPlansAbstract,MR17-权益价格风险，未上市股权投资计划 [abstract],"MR17-Equity price risk, unlisted equity investment plans [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155547,c-ross,CounterpartyDefaultRiskInfrastructureDebtInvestmentPlansAdmittedValue,交易对手违约风险，基础设施债权投资计划，认可价值,"Counterparty default risk, infrastructure debt investment plans, admitted value",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155552,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesUnqualifiedHedgingRiskFactor,利率风险，利率类金融衍生品，国债期货（不符合条件套保），风险因子,"Interest rate risk, interest rate derivatives, government bond futures (unqualified hedging), risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
155556,c-ross,SpreadRiskOfAssetsDetailsLineItems,利差风险所涉资产明细表 [line items],"Spread risk of assets, details [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155569,c-ross,AdditionalCapitalQuarterlyBriefing,附加资本，季度快报,"Additional capital, quarterly briefing",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155575,c-ross,NonLifeInsuranceBusinessPropertyInsuranceMember,非寿险业务，财产险 [member],"Non-life insurance business, property insurance [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155579,c-ross,LiquidityRiskProjectOnCashFlowsFinancialAssetsRepurchase,流动性风险，现金流预测，筹资现金流，卖出回购金融资产,"Liquidity risk, project on cash flows, financial assets repurchase",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155589,c-ross,CounterpartyDefaultRiskAssetManagementProductsInterestReceivable,交易对手违约风险，资产管理产品，应收利息,"Counterparty default risk, asset management products, interest receivable",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155590,c-ross,SecondYearAfterReportingDateMember,报告日后第二年 [member],Second year after reporting date [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155598,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesUnqualifiedHedgingModifiedDuration,利率风险，利率类金融衍生品，国债期货（不符合条件套保），修正久期,"Interest rate risk, interest rate derivatives, government bond futures (unqualified hedging), modified duration",标准标签,xbrli:decimalItemType,xbrli:item,,instant,FALSE,TRUE
155607,c-ross,CounterpartyDefaultRiskOutwardReinsuranceAssetsBaseRiskFactor,交易对手违约风险，分出业务再保险资产，基础因子,"Counterparty default risk, outward reinsurance assets, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
155613,c-ross,OverseasAssetPriceRiskOverseasFixedIncomeInvestmentAssetsBaseRiskFactor,境外资产价格风险，境外固定收益类资产，基础因子,"Overseas asset price risk, overseas fixed-income investment assets, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
155619,c-ross,EquityPriceRiskPreferredSharesAdmittedValue,权益价格风险，优先股，认可价值,"Equity price risk, preferred shares, admitted value",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155631,c-ross,InsuranceRiskOfLifeInsuranceBusinessMinimumCapitalForIncidenceRiskMorbidityRisk,寿险业务保险风险，损失发生风险最低资本，疾病发生率风险,"Insurance risk of life insurance business, minimum capital for incidence risk, morbidity risk",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155643,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesUnqualifiedHedgingTable,利率风险，利率类金融衍生品，国债期货（不符合条件套保） [table],"Interest rate risk, interest rate derivatives, government bond futures (unqualified hedging) [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
155646,c-ross,ExchangeRateRiskForeignCurrencyDenominatedAssetsLiabilitiesHighlyEffectivelyHedgedHedgingEffectivenessOfForeignExchangeForwardContracts,汇率风险，有效套保外汇资产（负债），外汇远期合约的套期有效性,"Exchange rate risk, foreign currency-denominated assets (liabilities) highly effectively hedged, hedging effectiveness of foreign exchange forward contracts",标准标签,num:percentItemType,xbrli:item,,instant,FALSE,TRUE
155649,c-ross,EquityPriceRiskSecuritiesInvestmentFundHeldByCompanyDirectlyHierarchicalBondFundPreferredLineNumberAxis,权益价格风险，公司直接持有的证券投资基金，分级债券基金，优先级，行次 [axis],"Equity price risk, securities investment fund held by company directly, hierarchical bond fund, preferred, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155666,c-ross,OpinionsIssuedByExternalAgenciesRegardingCapitalVerificationAndAssetEvaluationIncludingRealEstateEvaluationEtcExplanatory,外部机构对验资、资产评估（含房地产评估）等事项出具的意见 [text block],Opinions issued by external agencies regarding capital verification and asset evaluation (including real estate evaluation) etc. [text block],标准标签,nonnum:textBlockItemType,xbrli:item,,duration,FALSE,TRUE
155673,c-ross,CounterpartyDefaultRiskForwardForeignExchangeContractsAndInterestRateSwapsForPurposeOfHedgingInterestRateSwapsAbstract,CR14-交易对手违约风险，套期保值外汇远期和利率互换，利率互换 [abstract],"CR14-Counterparty default risk, forward foreign exchange contracts and interest rate swaps for purpose of hedging, interest rate swaps [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155674,c-ross,CounterpartyDefaultRiskProjectAssetBackedPlansLineItems,交易对手违约风险，项目资产支持计划 [line items],"Counterparty default risk, project asset-backed plans [line items]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155675,c-ross,EquityPriceRiskEquityTrustPlansProductName,权益价格风险，权益类信托计划，产品名称,"Equity price risk, equity trust plans, product name",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
155679,c-ross,SpreadRiskOfAssetsAssetSecuritizationProductsDetailsLineNumberAxis,利差风险所涉资产明细表，资产证券化产品，行次 [axis],"Spread risk of assets, asset securitization products, details, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155681,c-ross,CounterpartyDefaultRiskTrustPlansCreditRatingOfIssuer,交易对手违约风险，信托计划，发行主体的信用评级,"Counterparty default risk, trust plans, credit rating of issuer",标准标签,sti:creditRatingItemType,xbrli:item,,instant,FALSE,TRUE
155686,c-ross,BondsWhichExcludingPolicyFinanceBondsMember,除政策性金融债外的债券 [member],Bonds which excluding policy finance bonds [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155687,c-ross,CounterpartyDefaultRiskDebtGuaranteeTable,交易对手违约风险，债务担保 [table],"Counterparty default risk, debt guarantee [table]",标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
155690,c-ross,SupplementaryTable,辅助 [table],Supplementary [table],标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
155692,c-ross,SolvencyReportCombinedExpenseRatio,偿付能力报告，综合费用率,"Solvency report, combined expense ratio",标准标签,num:percentItemType,xbrli:item,,duration,FALSE,TRUE
155694,c-ross,CounterpartyDefaultRiskDebtGuaranteeMinimumCapital,交易对手违约风险，债务担保，最低资本,"Counterparty default risk, debt guarantee, minimum capital",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155695,c-ross,LiquidityRiskContractualUndiscountedCashFlowsOfLongTermHealthInsurancePremiumReserve,流动性风险，长期健康险责任准备金未折现的合同现金流量,"Liquidity risk, contractual undiscounted cash flows of long-term health insurance premium reserve",标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
155702,c-ross,InsuranceRiskOfNonLifeInsuranceBusinessMinimumCapitalOfReserveRisk,非寿险业务保险风险，准备金风险最低资本,"Insurance risk of non-life insurance business, minimum capital of reserve risk",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155707,c-ross,LiquidityRiskProjectOnCashFlowsShareholdersCapitalIncrease,流动性风险，现金流预测，筹资现金流，股东增资,"Liquidity risk, project on cash flows, shareholders' capital increase",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155708,c-ross,EquityPriceRiskHeldByLookThroughMethodPreferredSharesIssuedByNonListedPublicInsuranceCompanyWithSolvencyAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsWithTermsOnObligatoryConversionToCommonStockAbstract,MR21-权益价格风险，穿透法还原后持有的，非上市公众公司中各级偿付能力充足率全部达到监管要求的保险公司发行的，带有强制转换为普通股条款的优先股 [abstract],"MR21-Equity price risk, held by look through method, preferred shares issued by non-listed public insurance company with solvency adequacy ratios at all tiers entirely meeting regulatory requirements, with terms on obligatory conversion to common stock [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155709,c-ross,CostMethodMember,成本法核算 [member],Cost method [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155711,c-ross,LiquidityRiskBookValueOfOtherInvestmentAssets,流动性风险，其他投资资产账面价值,"Liquidity risk, book value of other investment assets",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155718,c-ross,PolicyholderDepositsAndInvestmentsUnderSolvencyII,偿二代下保户储金及投资款,Policyholder deposits and investments under Solvency II,标准标签,xbrli:monetaryItemType,xbrli:item,credit,instant,FALSE,TRUE
155733,c-ross,ExchangeRateRiskForeignCurrencyDenominatedAssetsLiabilitiesHighlyEffectivelyHedgedForeignCurrencyDenominatedFixedIncomeInvestmentAssets,汇率风险，有效套保外汇资产（负债），外币固定收益类资产,"Exchange rate risk, foreign currency-denominated assets (liabilities) highly effectively hedged, foreign currency-denominated fixed-income investment assets",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155745,c-ross,MainIndictorsOfLifeInsuranceCompanyAbstract,人身保险公司主要指标 [abstract],Main indictors of life insurance company [abstract],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155764,c-ross,QuantifiableRiskDiversificationEffectQuarterlyBriefing,量化风险分散效应，季度快报,"Quantifiable risk diversification effect, quarterly briefing",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155783,c-ross,BondFundMember,债券基金 [member],Bond fund [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155816,c-ross,CapitalInstrumentTermsOfReimbursementOfPrincipalAndDistributionOfIncome,资本工具本息支付条件,"Capital instrument, terms of reimbursement of principal and distribution of income",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
155820,c-ross,EquityPriceRiskSecuritiesInvestmentFundIssuer,权益价格风险，证券投资基金，发行方,"Equity price risk, securities investment fund, issuer",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
155826,c-ross,EquityPriceRiskAlternativeAssetManagementProductsCannotBeLookedThroughLineNumberAxis,权益价格风险，无法穿透的资产管理产品，另类，行次 [axis],"Equity price risk, alternative asset management products cannot be looked through, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155831,c-ross,LiquidityRiskProjectOnCashFlowsNetCashFlowsFromFinancingActivities,流动性风险，现金流预测，筹资活动产生的现金流量净额,"Liquidity risk, project on cash flows, net cash flows from financing activities",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155833,c-ross,InterestRateRiskOfLifeInsuranceCompanyLineItems,人身保险公司利率风险 [line items],Interest rate risk of life insurance company [line items],标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155836,c-ross,CounterpartyDefaultRiskAssetSecuritizationProductsProductName,交易对手违约风险，资产证券化产品，产品名称,"Counterparty default risk, asset securitization products, product name",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
155848,c-ross,PrepaidIndemnitiesAndPrepaidTaxesToBeWithheldMember,预付赔款、待抵扣的预交税费 [member],Prepaid indemnities and prepaid taxes to be withheld [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155857,c-ross,SpreadRiskBaseRiskFactor,利差风险，基础因子,"Spread risk, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
155861,c-ross,MinimumCapitalForMarketRisk,市场风险最低资本,Minimum capital for market risk,标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155864,c-ross,ExchangeRateRiskForeignCurrencyDenominatedAssetsLiabilitiesHighlyEffectivelyHedgedForeignCurrencyItemsDenominatedInOtherForeignCurrenciesLineNumberAxis,汇率风险，有效套保外汇资产（负债），以其他货币计价的外币项目，行次 [axis],"Exchange rate risk, foreign currency-denominated assets (liabilities) highly effectively hedged, foreign currency items denominated in other foreign currencies, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155868,c-ross,InterestRateRiskAssetSecuritizationProductsBaseRiskFactor,利率风险，资产证券化产品，基础因子,"Interest rate risk, asset securitization products, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
155874,c-ross,CounterpartyDefaultRiskInfrastructureDebtInvestmentPlansIssuer,交易对手违约风险，基础设施债权投资计划，发行机构,"Counterparty default risk, infrastructure debt investment plans, issuer",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
155889,c-ross,InterestRateRiskAssetSecuritizationProductsTypesOfAssetsHeldAxis,利率风险，资产证券化产品，资产持有类型 [axis],"Interest rate risk, asset securitization products, types of assets held [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155893,c-ross,CapitalInstrumentRedemptionTerms,资本工具赎回条款,"Capital instrument, redemption terms",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
155896,c-ross,InsuranceRiskOfNonLifeReinsuranceBusinessOfReinsuranceCompanyPremiumAndReserveRiskAbstract,IR03-再保险公司非寿险再保险业务保险风险，保费和准备金风险 [abstract],"IR03-Insurance risk of non-life reinsurance business of reinsurance company, premium and reserve risk [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155906,c-ross,LiquidityRiskProjectOnCashFlowsSoldAssets,流动性风险，现金流预测，资产现金流，出售资产,"Liquidity risk, project on cash flows, sold assets",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155913,c-ross,CounterpartyDefaultRiskBankDepositsBaseRiskFactor,交易对手违约风险，银行存款，基础因子,"Counterparty default risk, bank deposits, base risk factor",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
155914,c-ross,LiquidityRiskBookValueOfTrustAssets,流动性风险，信托资产账面价值,"Liquidity risk, book value of trust assets",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155921,c-ross,StressScenarioForSelfTestOneMember,自测压力情景一 [member],Stress scenario for self-test one [member],标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
155925,c-ross,TypesOfOverseasFixedIncomeInvestmentAssetsHeldAxis,境外固定收益类资产持有类型 [axis],Types of overseas fixed-income investment assets held [axis],标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155930,c-ross,MinimumCapitalForControlRiskQuarterlyBriefing,控制风险最低资本，季度快报,"Minimum capital for control risk, quarterly briefing",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155936,c-ross,CounterpartyDefaultRiskBankDepositsAbstract,CR03-交易对手违约风险，银行存款 [abstract],"CR03-Counterparty default risk, bank deposits [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155952,c-ross,LiquidityRiskTermDepositsAvailableForEarlyWithdrawalAmountAfterConversion,流动性风险，可提前支取的定期存款，折算后金额,"Liquidity risk, term deposits available for early withdrawal, amount after conversion",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
155969,c-ross,EquityPriceRiskSecuritiesInvestmentFundHeldByCompanyDirectlyHierarchicalStockFundSubordinatedLineNumberAxis,权益价格风险，公司直接持有的证券投资基金，分级股票基金，劣后级，行次 [axis],"Equity price risk, securities investment fund held by company directly, hierarchical stock fund, subordinated, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155971,c-ross,SolvencyReportReturnOnNetAssets,偿付能力报告，净资产收益率,"Solvency report, return on net assets",标准标签,num:percentItemType,xbrli:item,,duration,FALSE,TRUE
155973,c-ross,ExchangeRateRiskForeignCurrencyDenominatedAssetsLiabilitiesUnhedgedOrIneffectivelyHedgedForeignCurrencyDenominatedProjects,汇率风险，未套保及套保无效的外汇资产（负债），外币项目,"Exchange rate risk, foreign currency-denominated assets (liabilities) unhedged or ineffectively hedged, foreign currency-denominated projects",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
155975,c-ross,InterestRateRiskOtherFixedIncomeProductsLineNumberAxis,利率风险，其他固定收益类产品，行次 [axis],"Interest rate risk, other fixed-income products, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155978,c-ross,CounterpartyDefaultRiskWealthManagementProductsOfCommercialBankAbstract,CR07-交易对手违约风险，商业银行理财产品 [abstract],"CR07-Counterparty default risk, wealth management products of commercial bank [abstract]",标准标签,xbrli:stringItemType,xbrli:item,,duration,TRUE,TRUE
155985,c-ross,InsuranceRiskOfNonLifeInsuranceBusinessRiskDiversificationEffect,非寿险业务保险风险，风险分散效应,"Insurance risk of non-life insurance business, risk diversification effect",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155990,c-ross,CounterpartyDefaultRiskPropertyDebtInvestmentPlansLineNumberAxis,交易对手违约风险，不动产债权投资计划，行次 [axis],"Counterparty default risk, property debt investment plans, line number [axis]",标准标签,xbrli:stringItemType,xbrldt:dimensionItem,,duration,TRUE,TRUE
155991,c-ross,InsuranceRiskOfNonLifeInsuranceBusinessDiversificationEffectOfCatastropheRisk,非寿险业务保险风险，巨灾风险分散效应,"Insurance risk of non-life insurance business, diversification effect of catastrophe risk",标准标签,xbrli:monetaryItemType,xbrli:item,,instant,FALSE,TRUE
155998,c-ross,EquityPriceRiskUnlistedEquityInvestmentPlansProductCode,权益价格风险，未上市股权投资计划，产品代码,"Equity price risk, unlisted equity investment plans, product code",标准标签,xbrli:stringItemType,xbrli:item,,instant,FALSE,TRUE
156007,c-ross,InterestRateRiskInterestRateDerivativesGovernmentBondFuturesQualifiedHedgingBaseRiskFactorOfHedgedBonds,利率风险，利率类金融衍生品，国债期货（符合条件套保），被套期债券的基础因子,"Interest rate risk, interest rate derivatives, government bond futures (qualified hedging), base risk factor of hedged bonds",标准标签,xbrli:pureItemType,xbrli:item,,instant,FALSE,TRUE
156014,c-ross,PreferredSharesIssuedByNonListedPublicJointStockCommercialBankPostSavingsBankWithCapitalAdequacyRatiosAtAllTiersEntirelyMeetingRegulatoryRequirementsWithTermsOnObligatoryConversionToCommonStockMember,非上市公众公司中各级资本充足率全部达到监管要求的股份制商业银行、邮政储蓄银行发行的，带有强制转换为普通股条款的优先股 [member],"Preferred shares issued by non-listed public joint-stock commercial bank/post savings bank with capital adequacy ratios at all tiers entirely meeting regulatory requirements, with terms on obligatory conversion to common stock [member]",标准标签,nonnum:domainItemType,xbrli:item,,duration,TRUE,TRUE
156016,c-ross,TableOfCapitalInstrumentTable,资本工具表 [table],Table of capital instrument [table],标准标签,xbrli:stringItemType,xbrldt:hypercubeItem,,duration,TRUE,TRUE
156018,c-ross,LiquidityRiskProjectOnCashFlowsCashFlowsFromInForceBusinessOnReportingDatePremiumIncome,流动性风险，现金流预测，报告日有效业务现金流，保费收入,"Liquidity risk, project on cash flows, cash flows from in-force business on reporting date, premium income",标准标签,xbrli:monetaryItemType,xbrli:item,debit,instant,FALSE,TRUE
